TERM,SUBJECT,CATALOG_NBR,CLASS_SECTION,CLASS_NUMBER,COURSE_DESCR,INSTR_LAST_NAME,INSTR_FIRST_NAME,A,B,C,D,F,SASTISFACTORY,TOTAL_DROPPED,AVG_GPA
Spring 2024,COSC,8398,132,18189,Doctoral Research,Yan,Feng,0,0,0,0,0,2,0,
Fall 2023,ELED,4311,01,18189,Science in Elementary School I,Domjan,Heather N,22,2,0,0,0,0,0,3.848
Fall 2024,PHIL,3388,01,18189,Hist of 20Th Cent Phi,Morrison,Iain P D,6,9,1,0,1,0,1,3.040
Fall 2023,ELED,4311,05,18190,Science in Elementary School I,Wong,Sissy S,32,2,0,0,0,0,0,3.941
Fall 2022,ENRG,3311,01,18190,Fundamentals of Sustainability,Dieterich,Michael,7,1,1,0,1,0,1,3.267
Fall 2024,PHIL,3335,01,18190,Theory of Knowledge,Vesga Plazas,Alejandro Jose,14,10,1,0,2,0,2,3.161
Spring 2023,SOC,3390,2,18190,Sociology of Gender,Adams,Jennifer Lauren,24,12,1,1,3,0,1,3.260
Spring 2024,COSC,8698,132,18191,Doctoral Research,Yan,Feng,0,0,0,0,0,1,0,
Spring 2023,MECT,4364,30,18191,Smart Manuf Systems Design,Hadi,Mahmoud,6,6,0,0,0,0,0,3.473
Fall 2022,POLS,3397,01,18191,Selected Topics in Public Law,Tiede,Lydia B,10,0,0,0,0,0,0,3.967
Fall 2022,HON,3360,01,18192,Global Engagement,Myrick,Keri D,8,0,0,0,0,0,0,4.000
Fall 2023,ELED,4311,04,18193,Science in Elementary School I,Rodriguez,Alberto J,24,7,2,0,0,0,0,3.617
Fall 2022,MATH,1314,03,18193,College Algebra,Chang,James A,77,60,46,20,54,0,74,2.335
Spring 2024,COSC,6398,132,18194,Special Problems,Yan,Feng,0,0,0,0,0,1,0,
Fall 2022,MATH,1324,04,18194,Finite Math with Applications,Watkins,Katie Nicole,128,176,50,42,160,0,114,2.088
Spring 2023,SOC,3327,2,18194,Racial and Ethnic Relations,Davis,Mary A,22,5,2,2,1,0,3,3.365
Spring 2024,COSC,6321,01,18195,Research Methods in COSC,Gnawali,Omprakash D,0,0,0,0,0,21,0,
Fall 2023,MATH,5333,01,18195,Analysis,Ji,Shanyu,7,3,2,0,0,0,0,3.444
Spring 2023,PHCA,7330,1,18195,Advanced Pharmacoeconomics,Chen,Hua,5,1,0,0,0,0,0,3.833
Fall 2023,MATH,6322,01,18196,Func Complex Variable,Nicol,Matthew J,17,0,0,0,0,0,1,4.000
Fall 2022,HON,4350,01,18197,Data and Society in Practice,Price,Daniel M,6,0,0,0,2,0,0,2.835
Spring 2023,KIN,3301,2,18197,Design/Eval Phys Activity Prog,Graham,Marilynn Hadassah,45,12,4,0,2,0,1,3.540
Fall 2024,MIS,7375,02,18197,Transaction Processing Systems,Messinger,Jacob Nelson,10,5,0,0,0,0,0,3.601
Fall 2022,COMM,3317,02,18198,Multimedia Journalism,Baruch Blanco,Maria Felicitas,16,0,0,0,0,0,0,3.938
Fall 2024,POLC,6391,1,18198,Public Policy Internship,Bronk,Robert C,1,0,0,0,0,0,0,4.000
Fall 2022,COMM,2331,01,18199,Relational Communication,Hudson-Gillan,Gail,11,8,5,1,0,0,0,3.094
Spring 2024,GEOL,7323,01,18199,Borehole Geophysics,Stewart,Robert R,9,2,0,0,0,0,0,3.698
Fall 2024,IDNS,2136,01,18199,Data Structures SEP Workshop,Pattison,Donna,20,4,4,1,1,0,1,3.356
Fall 2022,COMM,4374,01,18200,Capstone Research Projects,Liu,Wenlin,17,5,0,0,0,0,0,3.698
Fall 2023,MATH,5310,01,18200,History of Mathematics,Ji,Shanyu,10,4,0,0,0,0,1,3.714
Fall 2023,ARTS,3304,03,18201,Intermediate Painting,Willis,William H,20,0,0,0,0,0,0,4.000
Spring 2024,MAS,2340,2,18201,Intro Mexican American Studies,Rodriguez,Andre,8,8,2,0,1,0,1,3.175
Fall 2024,POLC,4390,1,18201,Public Policy Internship,Cross,Renee Danielle,20,2,1,0,0,0,1,3.683
Spring 2023,POLS,3314,01,18201,Intro To Public Admin,Koelling,Peter,7,9,2,0,0,0,3,3.186
Fall 2024,BCHS,4361,01,18202,Clinical Biochemistry,Bawa-Khalfe,Tasneem,23,14,5,3,0,0,2,3.355
Spring 2024,PSYC,2301,06,18202,Introduction to Psychology,Henderson,Perla R,36,29,8,3,0,0,2,3.216
Fall 2023,COMD,3321,1,18203,Multicultural Consid -- COMD,Castilla-Earls,Anny,21,4,1,0,0,0,1,3.668
Spring 2024,PSYC,2301,07,18203,Introduction to Psychology,Walker,Jesse Hilliard,22,8,6,1,1,0,1,3.272
Spring 2023,SOCI,1301,1,18203,Introduction To Sociology,Cooper,Chelsey Wells,26,12,3,1,4,0,1,3.124
Fall 2023,COMD,3371,1,18204,Speech Devel & Dis in Children,Schaff,Carrie Allyson,27,5,0,0,0,0,0,3.885
Spring 2024,WGSS,3322,1,18204,Intersectionalities,Pegoda,Andrew Joseph,7,9,8,1,2,0,2,2.606
Fall 2022,ARAB,3340,01,18205,Modern & Rational in Islam,El-Badawi,Emran,3,8,6,0,0,0,4,2.824
Fall 2024,BIOL,6301,01,18205,Conservation Biology,Crawford,Kerri M,1,0,0,0,0,0,0,4.000
Fall 2023,COMD,3385,1,18205,Speech Science,Hein Machado,Sofia,14,18,5,0,0,0,0,3.216
Spring 2023,SOCI,1301,4,18205,Introduction To Sociology,Davis,Mary A,24,5,10,3,6,0,1,2.778
Fall 2023,BCHS,3304,50,18206,General Biochemistry I,Widger,William R,5,8,0,0,1,0,10,3.119
Fall 2024,POLC,4325,1,18206,Adv Policy Research Methods,Atsusaka,Yuki,4,1,2,0,2,0,1,2.556
Fall 2022,ECON,7330,1,18207,Quantitative Economic Analysis,Sorensen,Bent E,9,3,0,0,0,0,0,3.778
Fall 2023,ENTR,3310,06,18207,Entrepreneurship,Boles,James Read,13,6,0,0,0,0,0,3.597
Fall 2024,MARK,3336,05,18207,Introduction to Marketing,Kraemer,Martin,44,23,7,2,0,0,2,3.426
Spring 2023,SOC,3349,1,18207,Sociology of Culture,Adams,Jennifer Lauren,34,11,3,1,2,0,0,3.399
Fall 2023,BIOL,3311,02,18208,Adv Mthds/Writing in Gen Lab,Ibrahim,Abdalla Zanouny,54,12,5,0,5,0,1,3.421
Fall 2022,ECON,7341,1,18208,Microeconomic Theory I,Wang,Fan,2,15,0,0,0,0,0,3.118
Spring 2023,SOC,3326,1,18208,Immigration in US Society,Adams,Jennifer Lauren,28,10,2,2,7,0,0,2.946
Fall 2022,ECON,7343,1,18209,Macroeconomic Theory I,Nygaard,Vegard Mokleiv,6,3,0,0,0,0,0,3.630
Fall 2024,MIS,3376,01,18209,Busn Appls Database Mgmt I,Scamell,Richard W,16,18,10,0,0,0,1,3.106
Spring 2024,MUSA,1332,01,18209,Applied Oboe,Dinitz,Adam L,1,0,0,0,0,0,0,4.000
Fall 2024,BIOL,4301,01,18210,Conservation Biology,Crawford,Kerri M,25,6,1,0,0,0,2,3.750
Spring 2023,BUSI,3302,03,18210,Connecting Bauer to Business,Belinne,Jamie King,308,74,30,8,4,0,6,3.590
Fall 2022,ECON,8331,1,18210,Econometrics II,Sorensen,Bent E,10,0,0,0,0,0,1,3.868
Spring 2024,MUSA,1334,03,18210,Applied Clarinet,Potiomkin,Alexander,2,1,0,0,0,0,0,3.777
Fall 2024,PEP,8350,1,18212,HHP Candidacy Project Research,Layne,Charles S,6,0,0,0,0,0,0,4.000
Fall 2023,ENTR,4330,01,18213,Entrepreneurial Costs/Budgets,Becker,Charles D,18,6,3,1,0,0,2,3.453
Spring 2024,ECE,5319,1,18214,Introduction to Nanotechnology,Brankovic,Stanko R,1,2,0,0,0,0,0,3.003
Fall 2022,ECON,2302,5,18214,Principles of Microeconomics,Kim,Jeonghyeok,24,20,20,11,9,0,10,2.413
Spring 2023,GOVT,2305,14,18214,"US Govt: Congress,Pres & Crts",Abbott Jr,Kenneth Wayne,45,55,35,4,3,0,3,2.937
Fall 2024,ACCT,3367,05,18215,Intermediate Accounting I,Kraten,Michael,26,34,7,2,0,0,1,3.208
Spring 2024,ECE,6306,1,18215,Introduction to Nanotechnology,Brankovic,Stanko R,4,1,0,0,0,0,0,3.668
Fall 2022,ECON,2302,6,18215,Principles of Microeconomics,Zuluaga Gonzalez,Victor Hugo,17,28,31,10,2,0,3,2.519
Spring 2023,GOVT,2305,01,18216,"US Govt: Congress,Pres & Crts",Cole,Jeffrey Bryan,59,81,55,17,28,0,7,2.535
Fall 2024,MATH,5331,01,18216,Linear Algebra W/ Applications,Etgen,Garret J,8,8,0,0,0,0,1,3.500
Fall 2024,CUIN,4361,02,18217,Second Language Methodology,Burgess,Miguel,24,1,0,0,0,0,0,3.947
Fall 2022,ECON,3320,2,18217,Intro to Econ Data Analysis,Zhivan,Natalia A.,31,24,19,7,29,0,31,2.140
Spring 2023,GOVT,2305,18,18217,"US Govt: Congress,Pres & Crts",Rottinghaus,Brandon J,65,21,9,0,4,0,1,3.348
Spring 2023,GOVT,2305,19,18218,"US Govt: Congress,Pres & Crts",Shor,Boris,12,26,27,9,6,0,15,2.268
Fall 2024,MATH,6374,01,18218,Num Part Diff Equations,Cappanera,Loic,11,1,0,0,0,0,0,3.917
Spring 2024,ARCH,6376,01,18219,Urban Determinants,Rogers,Susan,17,10,0,0,0,0,0,3.556
Fall 2024,CUIN,3345,01,18219,Writing & Grammar Tch English,Ortiz,Elizabeth Carter,8,1,1,1,0,0,0,3.485
Spring 2023,GOVT,2305,20,18219,"US Govt: Congress,Pres & Crts",Konak Unal,Saadet,15,48,25,5,0,0,5,2.792
Fall 2022,CLAS,3307,01,18220,Greek & Roman Myths of Heroes,Wright,David John,16,2,1,0,0,0,0,3.633
Fall 2024,CUIN,4349,01,18220,Teaching Geometry and Algebra,Chauvot,Jennifer B,20,3,0,0,0,0,0,3.841
Spring 2023,GOVT,2305,15,18220,"US Govt: Congress,Pres & Crts",Davis,Sharon M,37,53,39,30,36,0,29,2.096
Fall 2023,MARK,6A61,05,18222,Marketing Administration,Lish,Alan D,6,21,5,0,1,0,2,2.849
Fall 2022,CLAS,4381,01,18223,Latin Classics in Translation,Houlihan,James W,11,5,3,0,0,0,0,3.404
Spring 2023,GOVT,2306,16,18223,US and Texas Const/Politics,Sisman,Ozlem,61,20,7,3,5,0,2,3.292
Fall 2023,ARTS,3330,03,18224,Intermediate Graphic Design,Cardoza,Daniel Gil,12,8,2,0,0,0,1,3.395
Spring 2023,GOVT,2306,17,18224,US and Texas Const/Politics,McDonald,John Terrence George,54,32,8,1,0,0,3,3.439
Spring 2024,NURS,6355,1,18224,Mgmt of Hlth Dsordrs Across Lf,Harrison,Lutricia,0,1,0,0,0,0,0,3.000
Fall 2023,GEOL,1103,15,18225,Physical Geology Lab,Hauptvogel,Daniel William,13,5,0,0,1,0,1,3.492
Spring 2024,NURS,6356,1,18225,Mgmt of Hlth Dsordrs Acrs Lfsp,Tahmasbi,Sherin,0,0,0,0,0,1,0,
Fall 2023,GEOL,1103,16,18226,Physical Geology Lab,Hauptvogel,Daniel William,11,5,2,0,0,0,1,3.537
Spring 2023,MATH,2413,21,18226,Calculus I,Almus,Melahat,144,50,64,16,44,0,20,2.696
Spring 2024,NURS,3310,1,18226,Prof Role Dev & Practice Issue,Kirk,Terry D,16,5,0,1,0,0,1,3.636
Fall 2023,ARCH,3311,01,18227,Topics in Design History,Kacmar,Donna,3,12,0,0,1,0,0,2.979
Fall 2022,CHIN,6382,01,18227,Tales of East Asian Cities,Li,Melody Yunzi,1,0,0,0,0,0,0,3.670
Spring 2024,NURS,3311,1,18227,Health Assess Across Life Span,Kantala,Nadine,3,19,0,2,0,0,3,2.958
Fall 2023,AAS,2320,6,18228,Intro To African American Stdy,Poindexter-Sylvers,Carole Jean,26,4,0,0,2,0,2,3.512
Spring 2024,NURS,3315,1,18229,Pathophysiology,Edwards-Maddox,Shermel Vinese,5,17,0,5,0,0,4,2.815
Fall 2023,AAS,2330,1,18230,Black Liberation Theology,Johnson,Alexander Emmitt Maurice,11,11,3,0,2,0,2,3.086
Fall 2024,CHEE,8598,22,18230,Doctoral Research,Wen,Mingjian,0,0,0,0,0,2,0,
Spring 2024,NURS,4521,1,18230,Community Health Nursing,McWilliams,Lenora A,25,3,0,0,0,0,1,3.893
Fall 2023,ARCH,4510,09,18231,Integrated Arch Solutions,Hager,Jesse,9,8,1,0,0,0,0,3.389
Fall 2024,CHEE,8399,22,18231,Doctoral Dissertation,Wen,Mingjian,0,0,0,0,0,1,0,
Fall 2022,KIN,3301,2,18231,Design/Eval Phys Activity Prog,Graham,Marilynn Hadassah,41,6,6,1,1,0,5,3.509
Fall 2022,KIN,3305,02,18232,Sport Sociology,Hawkins,Billy J,34,10,4,0,0,0,0,3.598
Fall 2024,SCLT,3381,33,18232,Industrial and Consumer Sales,Cassler,Daniel,4,2,2,0,0,0,0,3.044
Fall 2024,AAS,3375,1,18233,Black Women in the U.S.,Shakir,Ameenah,6,6,2,0,2,0,3,2.875
Fall 2022,KIN,3305,03,18233,Sport Sociology,Ogunrinde,Joyce,16,7,8,2,5,0,6,2.737
Spring 2024,MATH,3325,01,18233,Transition to Advanced Math,Josic,Kresimir,6,11,8,2,2,0,1,2.575
Fall 2024,SCLT,2362,34,18234,Intro To Logistics Technology,Cassler,Daniel,11,25,5,4,0,0,1,2.904
Fall 2024,SOCW,7356,6,18235,Groups: Adv Clinical Practice,Lucas,Virginia,23,0,0,0,0,0,0,4.000
Fall 2024,SOCW,7356,7,18236,Groups: Adv Clinical Practice,Carter,Cynthia J,19,1,0,0,0,0,0,3.950
Fall 2024,SOCW,7356,8,18237,Groups: Adv Clinical Practice,Carter,Cynthia J,17,3,0,0,1,0,0,3.667
Fall 2022,KIN,4315,2,18238,Motor Learning and Control,Parikh,Pranav J,7,9,8,0,1,0,2,2.880
Fall 2023,LAW,5390,2,18238,Environmental Law,Hester,Tracy,24,36,3,0,0,9,0,3.339
Fall 2024,MATH,6326,01,18238,Partial Diff Equations,Jaramillo,Gabriela T,8,0,0,0,0,0,1,3.959
Spring 2024,SPAN,7302,1,18238,Adv Research & Writing Seminar,Hasbun,Rodrigo,10,0,0,0,0,0,0,4.000
Spring 2024,ECE,6346,1,18240,Vlsi Design,Joardar,Biresh Kumar,9,15,1,0,0,0,1,3.188
Fall 2024,ARCH,4510,23,18241,Integrated Arch Solutions,Ayala,Jose Luis,16,2,0,0,0,0,0,3.742
Fall 2023,LAW,6326,1,18241,Diplomacy for Oil and Gas,Cardenas Garcia,Julian Jose,11,14,0,0,0,5,0,3.427
Fall 2023,LAW,7305,1,18242,WRS: Hot Topic Crim Law & Proc,Thompson,Sandra Guerra,5,7,0,0,0,0,0,3.389
Fall 2024,PSYC,3347,02,18243,Problems of Normal Life,Anderson,Jill Annette,35,18,2,0,0,0,0,3.558
Fall 2022,ENGL,3323,01,18244,Development of Lit Crit & Thry,Lecourt,Sebastian Joseph,10,13,3,0,0,0,2,3.269
Fall 2023,LAW,6396,1,18244,Genetics and the Law,Roberts,Jessica,23,22,0,0,0,2,0,3.460
Fall 2024,PHIL,1361,06,18244,Philosophy and the Arts,Mag Uidhir,Christopher Domh,118,63,38,11,15,0,13,3.038
Spring 2024,ARTH,2389,01,18245,Modern and Contemporary Art,Tolleson,Maxwell,19,20,2,0,4,0,2,3.082
Fall 2024,NUTR,6304,1,18245,Adv Nutr Counseling & Educ,Ledoux,Tracey A,19,6,0,0,0,0,0,3.615
Fall 2022,BIOE,4348,01,18246,Tissue Engineering,Horton,Renita Elillian,0,1,0,0,0,0,0,3.000
Spring 2023,KIN,4330,1,18246,Child and Adolescent Obesity,Breslin,Whitney L,10,19,4,2,2,0,1,2.829
Fall 2023,KIN,4370,03,18246,Exercise Testing,Breslin,Whitney L,27,74,33,6,1,0,1,2.846
Spring 2024,IART,2300,02,18247,The Arts in Houston,Harris,Jeanette Joy,14,2,1,1,0,0,2,3.501
Fall 2022,ECON,3344,1,18248,History of Economic Doctrine,Gosselin,Richard John,2,2,18,3,5,0,0,1.668
Spring 2023,ENGI,1100,05,18248,Introduction To Engineering,Kota,Venkata Krishna Tulasi,3,1,0,2,0,0,0,2.668
Spring 2023,ENGI,1100,06,18249,Introduction To Engineering,Kota,Venkata Krishna Tulasi,5,9,4,1,4,0,0,2.377
Fall 2024,CIS,3330,30,18250,Info Systems in Organizations,Detillier,Bret James,7,38,18,2,0,0,1,2.688
Fall 2023,COMM,3374,2,18250,Strategic Social Media,Choi,Ho Joon,29,2,0,0,0,0,1,3.935
Spring 2024,MECE,2334,04,18250,Thermodynamics,Love,Holley Carole,0,1,2,0,0,0,0,2.553
Fall 2023,COMM,4355,01,18251,Organizational Comm,Liu,Wenlin,23,6,0,0,0,0,1,3.725
Fall 2022,ITAL,1501,03,18251,Elementary Italian I,Nicosia,Alda,6,4,1,1,0,0,1,3.250
Fall 2024,PUBL,6312,1,18251,Public Finance,Obregon,Alexander Wade,6,0,0,0,0,0,0,4.000
Spring 2024,BIOE,5318,1,18252,Intro to Biomed Informatics,Akay,Metin,14,4,0,0,0,0,0,3.778
Fall 2023,IDNS,2114,03,18252,Calculus II SEP Workshop,Pattison,Donna,15,3,6,2,0,0,3,3.116
Spring 2024,BIOE,6345,1,18253,Biomedical Informatics,Akay,Metin,11,2,0,0,0,0,1,3.745
Fall 2023,COMM,4357,01,18253,Intercultural Communication,Liu,Wenlin,19,9,0,0,1,0,1,3.461
Fall 2024,JAPN,2311,01,18253,Intermediate Japanese I,Ji,Fang,21,1,0,0,0,0,0,3.865
Fall 2024,KORE,1501,01,18254,Beginning Korean I,Back,Eunkyung Lee,14,7,0,0,0,0,1,3.667
Fall 2023,ARTS,3350,01,18255,Intermediate Ceramics,Mayer,Anna W,10,4,1,0,1,0,1,3.334
Fall 2022,HIST,1302,51,18255,The U.S. Since 1877,Modaff,Abigail,23,1,1,0,0,0,0,3.880
Spring 2024,CIVE,3331,02,18256,Environmental Engineering,Shaffer,Devin,12,16,13,1,0,0,4,2.803
Fall 2022,HIST,1302,52,18256,The U.S. Since 1877,Modaff,Abigail,20,3,0,0,1,0,0,3.695
Fall 2024,KORE,1501,03,18256,Beginning Korean I,Back,Eunkyung Lee,17,2,3,1,1,0,3,3.320
Fall 2023,SCLT,4386,30,18256,Project Logistics,Poisler,Marco A,15,0,0,0,0,0,0,4.000
Spring 2024,CIVE,3332,01,18257,Engineering Materials,Mo,Larry Yi-Lung,29,11,3,0,0,0,1,3.628
Fall 2023,COMM,3315,2,18257,News and Social Media,Roth,Geoffrey,20,0,0,1,0,0,0,3.810
Fall 2024,CHEM,6314,1,18258,Spectroscopy,Baldelli,Steve,1,4,0,0,0,0,0,3.200
Fall 2022,WCL,4351,01,18258,Frames of Modernity I,Zaretsky,Robert D,6,2,3,0,1,0,2,2.945
Fall 2024,CHEM,6333,1,18259,Fund-Chemical Analysis,Baldelli,Steve,2,4,0,0,0,0,0,3.278
Spring 2024,CIVE,6350,03,18259,Advanced Mechs of Matls,Ballarini,Roberto,6,2,3,0,1,0,9,3.000
Fall 2024,CHEM,6377,1,18260,Solid State Chemistry,Bocarsly,Joshua David,6,5,0,0,0,0,0,3.635
Fall 2022,WCL,3342,01,18260,Tales of East Asian Cities,Li,Melody Yunzi,6,2,0,0,1,0,0,3.260
Fall 2023,ACCT,4105,02,18261,PPA Colloquium 1,Newman,Michael Ray,0,0,0,0,0,26,4,
Fall 2022,COMD,6372,3,18261,Remediation of Child Lang Dis,Ivey,Michelle L,17,13,3,0,0,0,0,3.404
Fall 2024,KORE,2311,01,18261,Intermediate Korean I,Back,Eunkyung Lee,3,3,2,0,0,0,0,3.249
Spring 2023,ENGL,8388,1,18262,Topics in Literary Translation,Aboul-Ela,Hosam,5,0,0,0,0,0,0,4.000
Spring 2023,ENGL,8393,1,18263,Research Colloquium-Doctoral,Wong,Karen Y,5,0,0,0,0,0,0,4.000
Fall 2023,POLS,3354,01,18263,Law and Society,Davis,Sharon M,24,14,0,0,0,0,2,3.571
Fall 2023,ACCT,4106,02,18264,PPA Colloquium 2,Newman,Michael Ray,0,0,0,0,0,45,0,
Fall 2022,BIOE,8298,25,18264,Doctoral Research,Conrad,Jacinta C,0,0,0,0,0,1,0,
Spring 2023,KIN,4370,02,18264,Exercise Testing,Thomas,Shernice Avionne,6,9,7,1,0,0,0,2.870
Fall 2024,ENGL,1370,14,18265,Composition II-Honors,Vollrath,Lesli A,1,0,0,0,0,0,1,4.000
Fall 2023,SCLT,6316,2,18265,Global Supply Chain Logistics,Wang,Kailai,23,0,0,0,0,0,0,3.986
Fall 2023,BIOL,3301,50,18266,Mendelian and Pop Genetics,Dominic Louis Raj,Abishai,22,3,0,0,0,0,8,3.840
Fall 2024,ENGL,1370,15,18266,Composition II-Honors,Werner,Andrew Timothy,6,2,0,0,0,0,0,3.668
Fall 2023,BIOL,3301,51,18267,Mendelian and Pop Genetics,Dominic Louis Raj,Abishai,13,4,2,0,0,0,3,3.648
Fall 2024,ENGL,1370,16,18267,Composition II-Honors,Werner,Andrew Timothy,2,2,0,0,0,0,0,3.418
Fall 2022,PSYC,7339,01,18267,CDLNeuropsych: Assess/App III,Medina PhD,Luis Daniel,4,1,0,0,0,0,0,3.734
Spring 2024,BIOL,3324,50,18268,Human Physiology,Dryer,Stuart E,17,13,18,1,0,0,0,2.979
Fall 2024,ENRG,3310,02,18268,Intro to Energy & Sustainblty,Jacobsen,Nicolas Fisher,22,2,0,0,0,0,0,3.875
Fall 2023,MANA,7339,02,18268,Leadership Development,Atwater,Leanne E,25,5,0,0,0,0,0,3.833
Fall 2024,CNST,2360,2,18269,Communication in Construction,Escobar,C Mauricio,21,8,3,2,0,0,1,3.402
Spring 2024,MUSA,6220,02,18269,Applied Violin,Austin,Alan S,2,0,0,0,0,0,0,4.000
Fall 2023,MUSI,1116,02,18269,Aural Skills I,Snyder,John L,5,13,4,0,0,0,1,3.030
Fall 2022,COMD,2339,5,18270,Language Development,Mills,Monique T,27,3,3,0,0,0,0,3.667
Fall 2023,NUTR,3330,02,18270,Mgmt in Food & Nutr Systems,Haubrick,Kevin,4,7,1,0,1,0,1,2.848
Fall 2022,COMD,2339,6,18271,Language Development,Mills,Monique T,12,3,2,0,0,0,1,3.569
Fall 2023,NUTR,4352,1,18271,Child and Adolescent Nutrition,Vollrath,Kirstin,31,29,5,2,3,0,0,3.186
Spring 2023,TLIM,3330,32,18271,Innovation Principles,Feriante,Chris,7,16,4,0,1,0,3,3.153
Spring 2023,AAS,3349,1,18272,AFAM Political Legal Studies,Putman,Eronn A,12,5,3,0,0,0,0,3.318
Fall 2022,COMD,2339,7,18272,Language Development,Ivey,Michelle L,11,10,6,0,2,0,7,3.000
Fall 2022,ENGI,2304,16,18273,Technical Communications,Salvo,Deborah C,18,6,0,0,0,0,2,3.654
Fall 2023,HIST,1301,03,18273,The U.S. to 1877,Johnson,Michele R,113,97,61,12,12,0,9,3.003
Fall 2024,POLS,3310,02,18273,Intro to Political Theory,Cheng,Eric,30,11,1,0,0,0,2,3.612
Fall 2023,HIST,1301,04,18274,The U.S. to 1877,Johnson,Michele R,198,122,62,31,27,0,13,2.975
Fall 2024,HON,3308,01,18274,Lyric Medicine,Lambeth,Laurie Regine Clements,15,3,0,0,0,0,0,3.833
Spring 2024,ARCH,3112,18,18275,Topics in Design Media,Murray,Cara,14,1,0,0,0,0,0,3.911
Fall 2023,HIST,1301,05,18275,The U.S. to 1877,Romero,Todd,265,102,34,23,23,0,12,3.192
Fall 2022,KIN,4330,3,18275,Child and Adolescent Obesity,Breslin,Whitney L,11,10,10,1,3,0,1,2.677
Spring 2023,MUSI,4100,02,18275,Chamber Music,Bertman,David Garry,6,0,0,0,0,0,0,4.000
Fall 2024,TECH,1301,03,18275,Intro to Data Analytics Tools,Thornton,Brandon Latroy,19,3,0,0,0,0,2,3.864
Fall 2023,HIST,1301,06,18276,The U.S. to 1877,Romero,Todd,156,73,35,9,25,0,7,3.065
Spring 2024,INDS,2170,02,18276,Digital Sketch Techniques I,Kimbrough,Mark S,9,8,2,2,1,0,0,3.045
Fall 2022,KIN,4365,3,18276,Legal/Ethical Aspects of Sport,Cottingham,Michael,10,11,11,7,5,0,7,2.363
Spring 2023,MUSI,4100,03,18276,Chamber Music,Bertman,David Garry,52,0,0,0,0,0,0,4.000
Fall 2024,SOC,3390,2,18276,Sociology of Gender,Haltom,Trenton Matthews,29,7,4,3,2,0,0,3.274
Spring 2024,CUIN,7398,02,18277,Independent Study,Hausmann,Robert Carl,3,0,0,0,0,0,0,4.000
Fall 2023,HIST,1301,07,18277,The U.S. to 1877,McDonald,Eric John,38,65,24,3,11,0,6,2.781
Spring 2023,PETR,3310,01,18277,Petroleum Production Economics,Qin,Guan,12,6,0,0,0,0,0,3.667
Fall 2024,SOC,3357,1,18277,Urban Sociology,Brailey,Carla,34,7,1,0,2,0,4,3.621
Spring 2024,ACCT,2302,13,18278,Prin of Managerial Accounting,Weber,Catherine K,23,50,23,11,2,0,5,2.789
Spring 2023,LAW,6369,3,18278,Legal Analysis and Writing,Hastings,Madison Alexandra Nicole,0,0,0,0,0,8,0,
Fall 2024,SOC,3314,1,18278,Juvenille Delinquency,Gallo,Joseph Ralph,35,8,1,4,0,0,0,3.542
Fall 2022,BIOL,1306,51,18279,Biology for Science Majors I,Hanke,Marc H,5,8,7,3,0,0,6,2.523
Fall 2022,BIOL,1306,52,18280,Biology for Science Majors I,Hanke,Marc H,3,7,8,6,0,0,5,2.347
Fall 2024,FREN,3364,01,18280,Writing Holocausts,Glass,Hildegard,1,2,1,0,1,0,0,2.466
Spring 2023,PETR,6111,02,18280,Petroleum Graduate Seminar,Qin,Guan,0,0,0,0,0,1,0,
Fall 2022,BIOL,1306,53,18281,Biology for Science Majors I,Sirrieh,Rita Evelyn,12,10,9,1,0,0,1,3.042
Spring 2024,ECE,5346,1,18281,Vlsi Design,Joardar,Biresh Kumar,1,2,0,0,0,0,0,3.223
Spring 2023,PETR,6302,02,18281,Reservoir Engineering II,Thakur,Ganesh Chandra,4,2,0,0,0,0,0,3.722
Fall 2022,GHL,4343,2,18282,Financial Admin for Hosp.Ind.,Koh,Yoon,23,15,6,2,4,0,0,3.013
Fall 2022,HIST,3324,01,18283,Oral History Methods,Harwell,Debbie Z,10,2,0,0,1,0,0,3.538
Spring 2023,PETR,6351,02,18283,Intro to Petroleum Engineering,Farouq-Ali,Syed,2,0,0,0,0,0,0,3.835
Fall 2022,HON,3304,01,18284,Material Cultures of Medicine,Lunstroth,John,20,4,0,0,0,0,0,3.751
Spring 2023,PETR,6364,02,18284,Origin & Dev Oil & Gas Resvrs,Zargar,Zeinab,2,1,0,0,0,0,0,3.557
Fall 2024,TMTH,3360,05,18284,Applied Technical Statistics,Telles,John E,26,12,5,0,0,0,3,3.519
Fall 2024,ARCH,1500,15,18285,Design Studio I,Lee,Seo Hee,3,5,3,1,0,0,2,2.888
Fall 2022,ARCH,6393,04,18285,Master's Project Preparation,Longoria,Rafael R,6,5,0,0,0,0,0,3.605
Spring 2024,GEOL,8698,1,18285,Doctoral Research,Zheng,Yingcai,0,0,0,0,0,4,0,
Fall 2022,HON,3305,01,18286,Medicine in Performance,Lambeth,Laurie Regine Clements,16,3,0,0,0,0,0,3.807
Spring 2024,GEOL,8998,3,18287,Doctoral Research,Lapen,Thomas J,0,0,0,0,0,1,0,
Fall 2022,PSYC,4305,01,18287,Persuasion & Behavior,Knee,Clifford R,12,0,0,2,0,0,0,3.501
Fall 2024,SOC,3300,4,18287,Intro to Sociological Theory,Grigorian,Stella,17,15,7,1,0,0,0,3.151
Fall 2024,ARCH,1500,21,18288,Design Studio I,Smith,Joshua S,10,5,0,0,1,0,0,3.458
